title,author,genre,description
Real Love for Real Life: The Art and Work of Caring,['Andi Ashworth'],['Family & Relationships'],"Andi Ashworth's remarkable book has, for many, become the handbook for living a loving, hospitable, caregiving life. Andi offers life-changing insights and encouragement to the overlooked and marginalized caregivers of..."
Totally Strawberries Cookbook (Totally Cookbooks),"['Helene Siegel', 'Karen Gillingham']",['Cooking'],"Need a little bit more sweet in your day? The handy pocket-size Totally Strawberries Cookbook is jam-packed with naturally sweet and berry-filled recipes, like an Easy Strawberry Focaccia, Strawberry Spinach..."
THE CURVE OF BINDING ENERGY,['John McPhee'],['Technology & Engineering'],"Theodore Taylor was one of the most brilliant engineers of the nuclear age, but in his later years he became concerned with the possibility of an individual being able to..."
Thinning the herd: A novel,['Cynthia Ceilán'],General,"Dark humor about those who have removed themselves from the gene pool. An original and irreverent compendium of accidental deaths caused by astonishing stupidity, embarrassing irony and/or really bad luck,..."
Typhoon & Other Stories,['Bles Chavez-Bernstein'],['Biography & Autobiography'],"In The Typhoon’s Eye is a story of childhood and growing up amidst struggle, sacrifice, and concession to a stringent reality while keeping the dreams of youth alive. The imagery..."
Home to Stay (Harlequin Superromance No. 805),['Fay Robinson'],['Fiction'],"Will this baby save their marriage—or destroy it? Erin Cahill has always been known as Lucky—although the name Trouble might suit her better, since she can't seem to stay out..."
Oriel's Travels,['Robert Harrison'],['Fiction'],"From fanatical destroyer of the Jesus followers to fearless gospel pioneer - this work presents the story of St Paul, central to the formation of the Church, as recorded by..."
Recipes from a New England Inn,['Trudy Cutrone'],['Cooking'],"With recipes ranging from Viennese Beef Tenderloin to traditional apple pie, Cutrone, who owns her own inn in Snowville, New Hampshire, offers readers a delicious blend of Central European culinary..."
Botchan: A Modern Classic,['Soseki Natsume'],['Fiction'],"A modern classic in Japan on par with The Adventures of Huckleberry Finn or The Catcher in the Rye, Botchan is a very popular Japanese novel and still widely read..."
Where Passion Leads,['Lisa Kleypas'],['Fiction'],"Rosalie Belleau falls in love with Lord Randall Berkeley, the wealthy London playboy who mistakenly kidnapped her"
Cowardly Capitalism: The Myth of The Global Financial Casino,['Daniel Ben-Ami'],['Business & Economics'],"""Cowardly Capitalism combines an excellent survey of modern finance with the striking idea that our aversion to risk is more dangerous than our love of it. Its message should be..."
The myth of meaning in the work of C.G. Jung,['Aniela Jaffé'],['Psychology'],"Aniela JeffÃ(c) explores the subjective world of inner experience. In so doing, she follows the path of the pioneering Swiss psychologist C.G. Jung, whose collaborator and friend she was through..."
Conversations with Ernest Hemingway (Literary Conversations Series),['Ernest Hemingway'],['Literary Criticism'],"These firsthand interviews and newspaper accounts constitute a valuable edition to the sizable and ever-growing Hemingway shelf. They let Papa speak his mind, and the inimitable Hemingway voice comes through..."
Florence's glassware pattern identification guide: Easy identification for glassware from the 1920s through the 1960s,"['Robert Andrews', 'Jules Brown']",['Travel'],"Offering details of all the sights of Sicily, from the mosaics of Monreale and the temples of Argrigento to bustling markets in Palermo, this guide also includes reviews of hotels..."
Future Perfect,['Renaat Declerck'],['Language Arts & Disciplines'],"Tense is one of the central issues of linguistics, and has been the focus of much attention in recent years. In this book, Declerck offers a detailed discussion of the..."
"The Only Way to Learn about Horary and Electional Astrology, Vol. 6","['Marion D. March', 'Joan McEvers']","['Body, Mind & Spirit']","The Only Way to Learn About Horary and Electional Astrology is a new publication of Volume 6 of the highly popular and best-selling ""Only Way to Learn About Astrology"" 6-volume..."
Preparing the research paper,['Adrian Wallwork'],['Language Arts & Disciplines'],Publishing your research in an international journal is key to your success in academia. This guide is based on a study of over 1000 manuscripts and reviewers' reports revealing why...
Natural Treatments for ADD and Hyperactivity,['Jill M. Norvilitis'],['Psychology'],"With many children and adults affected by Attention Deficit Hyperactivity Disorder, researchers strive to improve our understanding of the causes, consequences, and treatment of the disorder. This volume examines some..."
A FLOWER IN THE DESERT a Joshua Croft Mystery,['Walter Satterthwait'],['Fiction'],A film star begs Croft to find his missing wife and daughter Hollywood icon Roy Alonzo has just learned that in Los Angeles there is no such thing as a...
Multiple Listing,['Anne Underwood Grant'],['Fiction'],"Amateur sleuth and advertising agency owner Sydney Teague, a thoroughly modern Southern woman and single mother, discovers the seedier side of the real-estate business when her friend Crystal meets her..."
THE SAGAN DIARY,['John Scalzi'],['Fiction'],"Fans of John Scalzi's ""Old Man"" universe, prepare yourselves: there's a long new story in that universe, told from the point of view of one of the series' most intriguing..."
Out of my later years,['Albert Einstein'],['Science'],"An inspiring collection of essays, in which Albert Einstein addresses the topics that fascinated him as a scientist, philosopher, and humanitarian Divided by subject matter—“Science,” “Convictions and Beliefs,” “Public Affairs,”..."
"Gift of Kabbalah : Discovering the Secrets of Heaven, Renewing Your Life on Earth",['Tamar Frankiel'],['Religion'],Traces the evolution of Kabbalah in Judaism and sets forth its most important gift: a way of revealing the connection that exists between our everyday life and the spiritual oneness...
Casanova in Bohemia,['Andrei Codrescu'],['Fiction'],"An erotic, comedic, and compulsively readable historical novel depicting the beguiling Giacomo Casanova as he looks back on a life of love and ribald adventure In Count Waldstein’s far-flung Bohemian..."
Lonely Planet the Last Grain Race,['Eric Newby'],['Fiction'],The author vividly describes his adventures as a young sailor on one of the last commercial sailing ships
Fast Talk Spanish - Essential Language for Short Trips (Lonely Planet),['LONELY PLANET PUBLICATIONS'],['Foreign Language Study'],"Fast Talk Audio are pocket-sized phrasebooks with companion CD packed with key phrases for short trips. Travellers can read and listen to all th language needed for sightseeing, shopping, eating..."
John Calvin And the Printed Book (Sixteenth Century Essays and Studies) (Sixteenth Century Essays and Studies),['Jean-François Gilmont'],['Language Arts & Disciplines'],"John Calvin made a significant contribution to the world of early modern printing. Jean-François Gilmont, one of the foremost experts in the field, has thoroughly researched and presented all aspects..."
A compendious Syriac dictionary: Founded upon the Thesaurus syriacus of R. Payne Smith,['Robert Payne Smith'],['Foreign Language Study'],"This standard lexicon of Syriac has long been the choice of students of Syriac, both for its comprehensiveness and also because of its handy size. It originated as an abridgement..."
Alternative Housebuilding,['Michael McClintock'],['Technology & Engineering'],"Explains how to build houses with log, timber-frame, pole, cordwood, stone, earth masonry, and earth sheltered construction techniques and shows finished homes"
Web Of Loving Lies (Harlequin Historical),['Barbara Leigh'],['Fiction'],"Web Of Loving Lies by Barbara Leigh released on Apr 23, 1993 is available now for purchase."
Mandarin Chinese Dictionary: Chinese-English,['Philip Yungkin Lee'],['Foreign Language Study'],"This handy Mandarin dictionary allows you to look up words quickly and easily—and be understood while speaking. The Periplus Pocket Mandarin Chinese Dictionary is a pocket-sized dictionary designed for travelers,..."
Unheard Voices,['Alaina Hirani'],General,"in life you fall, you break, you shatter. it is ok to fall break and shatter, what is not okay is to stay there, and to suppress your voice. you..."
50 Learning Songs Sung To Your Favorite Tunes: Teach & Delight Every Child With Skill-Building Songs That Are Fun to Sing & a Snap to Learn!,['Meish Goldish'],['Education'],Contains they lyrics to fifty songs sung to classic tunes which are designed to help children build important skills.
